Stockfish_Evaluation,Time_Left,Pieces_Left,Elo_Difference,Predicted_Outcome
1.55,12.8,18.0,20.0,0
-0.34,11.2,17.0,-43.0,0
-0.94,21.3,12.0,40.0,0
2.05,14.5,18.0,-5.0,0
0.67,16.0,14.0,57.0,0
-0.62,13.2,13.0,83.0,0
-2.58,17.4,13.0,27.0,1
3.39,19.3,15.0,73.0,1
-2.25,18.1,17.0,20.0,0
0.57,22.3,9.0,17.0,0
3.65,21.1,13.0,-29.0,1
-1.85,14.5,14.0,5.0,0
-0.09,20.7,18.0,-31.0,0
1.71,5.0,12.0,-55.0,0
-2.39,22.8,14.0,84.0,0
-3.34,24.0,17.0,-27.0,0
-0.71,7.9,15.0,-3.0,0
1.62,5.0,20.0,15.0,0
0.14,17.7,15.0,-29.0,0
2.83,10.5,21.0,73.0,0
-1.89,22.6,21.0,-56.0,1
-0.29,21.8,16.0,13.0,0
-2.67,18.3,16.0,12.0,0
-0.56,13.9,17.0,35.0,1
3.97,27.5,17.0,4.0,0
-0.47,22.2,15.0,5.0,0
-1.39,21.3,19.0,37.0,1
-0.08,25.0,17.0,-12.0,0
0.52,11.1,19.0,18.0,1
-0.7,25.5,11.0,19.0,1
0.8,20.7,16.0,-64.0,0
-0.3,19.6,18.0,41.0,0
2.54,21.2,12.0,39.0,1
1.02,5.8,16.0,-76.0,0
0.02,16.7,17.0,-19.0,0
-0.63,6.1,20.0,-33.0,0
1.61,17.9,14.0,-1.0,0
0.06,14.7,16.0,-22.0,0
-0.05,5.3,13.0,-42.0,0
-1.45,10.6,15.0,-87.0,0
1.4,21.6,20.0,38.0,1
-0.94,19.3,15.0,-0.0,0
2.36,15.8,13.0,-64.0,0
1.11,11.8,14.0,32.0,0
2.14,17.8,13.0,-45.0,1
1.19,15.5,14.0,-13.0,0
1.71,7.2,13.0,-17.0,0
0.81,16.2,14.0,-21.0,0
0.02,12.4,11.0,100.0,0
0.79,19.2,15.0,-22.0,0
0.32,15.1,12.0,-40.0,0
-0.39,30.0,18.0,12.0,1
-2.18,23.5,14.0,52.0,0
-1.44,16.7,16.0,-83.0,1
3.87,21.1,16.0,-38.0,1
3.96,21.8,9.0,40.0,0
0.78,23.5,14.0,12.0,1
2.57,24.0,20.0,38.0,1
2.07,18.1,13.0,107.0,1
0.58,13.0,22.0,12.0,0
1.01,13.6,17.0,-27.0,0
-1.49,16.4,17.0,3.0,0
0.26,19.0,16.0,16.0,0
0.7,17.3,18.0,63.0,1
-0.64,17.5,18.0,29.0,0
-0.11,16.8,15.0,-9.0,0
2.6,11.2,14.0,61.0,1
2.03,11.1,11.0,-23.0,0
1.75,17.6,17.0,16.0,0
-0.92,15.4,15.0,-3.0,0
0.46,23.4,12.0,25.0,0
2.33,18.4,13.0,-13.0,1
1.45,19.3,15.0,57.0,0
0.14,25.6,12.0,-8.0,1
1.42,17.6,15.0,7.0,0
1.09,18.0,10.0,-5.0,0
0.75,9.7,13.0,-50.0,0
1.85,14.6,12.0,48.0,0
-0.35,19.6,16.0,-110.0,0
-2.13,15.0,12.0,24.0,0
0.6,26.5,13.0,49.0,1
-1.44,17.3,22.0,-1.0,0
-0.77,23.2,18.0,-32.0,0
1.45,19.5,17.0,-57.0,0
-1.94,18.7,19.0,25.0,0
1.29,11.2,17.0,7.0,0
-3.0,16.9,11.0,-35.0,0
1.9,7.4,11.0,-34.0,0
-1.07,11.2,7.0,-42.0,0
-2.26,24.7,16.0,89.0,0
-1.73,16.8,12.0,2.0,0
2.77,20.2,13.0,-92.0,1
-1.4,9.8,14.0,-9.0,0
-0.98,16.8,13.0,48.0,0
-0.55,16.7,15.0,-18.0,0
-0.58,12.5,14.0,-74.0,0
-1.87,17.2,14.0,-8.0,0
-3.73,23.0,10.0,-43.0,0
-0.01,20.2,16.0,25.0,0
1.17,15.0,22.0,39.0,0
-0.03,18.7,16.0,9.0,0
4.1,22.8,22.0,-35.0,1
1.82,20.2,13.0,38.0,1
-0.08,15.5,14.0,-43.0,0
0.97,20.8,15.0,8.0,0
0.88,25.8,14.0,-76.0,1
-0.51,10.0,18.0,18.0,0
-0.11,20.8,8.0,15.0,0
-0.17,12.1,14.0,-48.0,0
1.37,23.2,20.0,0.0,0
-1.39,24.4,14.0,76.0,1
-4.87,19.3,18.0,25.0,0
-0.69,20.3,17.0,27.0,0
-2.16,19.8,15.0,23.0,0
1.6,21.9,16.0,-6.0,0
-0.09,19.8,15.0,-36.0,0
1.35,13.2,9.0,33.0,0
0.42,20.4,16.0,42.0,0
-0.75,27.9,13.0,-110.0,1
-2.16,20.2,11.0,24.0,1
-1.63,15.9,16.0,116.0,0
-1.12,21.1,16.0,29.0,0
3.67,15.4,18.0,-14.0,1
-1.55,8.6,14.0,59.0,0
-1.42,16.6,18.0,-5.0,0
0.1,20.0,15.0,40.0,0
-0.07,22.4,16.0,36.0,0
0.65,16.7,16.0,27.0,1
0.17,26.1,11.0,-16.0,1
0.1,17.2,16.0,9.0,0
2.55,12.6,15.0,-29.0,1
-4.0,18.3,14.0,1.0,0
1.6,17.1,15.0,-58.0,0
-1.12,20.3,23.0,-29.0,0
1.81,11.9,9.0,-64.0,0
4.39,20.0,15.0,-16.0,1
-2.91,30.0,17.0,-25.0,1
-1.19,20.3,11.0,-8.0,0
-1.71,12.7,16.0,20.0,1
0.79,30.0,16.0,42.0,1
-4.21,19.8,10.0,-23.0,0
-0.72,18.9,13.0,67.0,0
-1.64,30.0,20.0,47.0,1
1.51,12.9,10.0,25.0,0
3.72,12.7,14.0,8.0,1
1.52,14.1,15.0,16.0,0
0.23,18.5,15.0,59.0,0
-1.68,23.3,14.0,47.0,0
0.08,12.7,15.0,67.0,1
-2.8,11.4,15.0,-49.0,0
1.04,14.0,17.0,-19.0,0
-0.39,21.8,18.0,63.0,0
-2.81,28.2,16.0,-31.0,0
0.79,18.8,16.0,-16.0,0
2.76,20.3,10.0,1.0,1
1.27,17.2,15.0,45.0,0
0.59,23.5,18.0,43.0,0
0.5,14.1,10.0,-39.0,0
-3.96,5.0,11.0,-75.0,0
0.36,24.3,19.0,12.0,0
1.22,27.2,11.0,-73.0,1
-0.24,17.1,15.0,-8.0,0
3.33,13.3,13.0,-63.0,0
-2.97,10.2,19.0,-51.0,0
-1.48,20.5,16.0,68.0,0
-1.27,21.5,17.0,65.0,0
0.02,27.0,15.0,4.0,1
-1.29,19.1,21.0,-7.0,0
-2.48,18.1,13.0,9.0,0
-0.71,14.4,16.0,26.0,0
2.03,7.5,19.0,11.0,0
1.51,17.5,19.0,28.0,0
1.25,8.2,14.0,-24.0,0
-0.1,30.0,9.0,-41.0,1
-1.56,21.4,14.0,9.0,0
-2.52,20.7,20.0,82.0,1
0.85,8.9,13.0,43.0,0
-2.56,20.5,16.0,-25.0,0
1.33,14.8,14.0,-67.0,0
3.64,12.6,15.0,-84.0,0
0.75,29.6,19.0,66.0,1
0.26,10.3,16.0,-48.0,0
-0.62,12.9,21.0,-16.0,0
0.39,15.2,18.0,66.0,0
0.74,13.3,15.0,-81.0,0
0.62,11.5,15.0,-39.0,0
-1.25,5.0,16.0,12.0,0
-5.03,17.0,11.0,-4.0,0
-2.1,9.5,12.0,-12.0,1
-1.88,17.4,17.0,-36.0,0
1.0,25.0,18.0,61.0,1
-2.96,13.9,11.0,-32.0,0
3.74,16.9,18.0,-96.0,1
1.62,27.6,14.0,-11.0,1
2.1,27.2,13.0,-68.0,1
-1.02,23.4,14.0,10.0,0
1.0,18.8,18.0,-59.0,0
1.66,11.9,17.0,-41.0,0
-1.5,20.6,16.0,9.0,1
-1.69,16.5,16.0,-11.0,0
1.2,19.5,12.0,13.0,0
-1.21,24.5,17.0,34.0,1
-2.44,23.6,14.0,26.0,0
0.37,8.5,21.0,-65.0,0
-3.14,15.8,14.0,25.0,0
0.56,13.1,22.0,12.0,0
0.94,17.7,15.0,-5.0,0
-1.32,16.2,15.0,-49.0,0
-3.01,13.9,14.0,30.0,0
3.26,13.8,11.0,59.0,1
0.42,13.5,19.0,-24.0,0
-0.41,15.6,15.0,-47.0,0
2.18,9.8,17.0,-39.0,0
1.73,22.3,20.0,-67.0,0
-1.52,13.9,15.0,-33.0,1
0.16,19.5,15.0,61.0,0
-1.47,19.3,15.0,3.0,0
2.43,20.4,11.0,31.0,1
0.31,22.6,10.0,-90.0,0
0.26,13.5,10.0,8.0,0
-1.01,11.8,19.0,-61.0,0
-0.4,22.6,14.0,-81.0,0
3.57,25.5,17.0,22.0,1
1.71,16.1,14.0,-39.0,0
-2.73,15.7,10.0,-9.0,0
-1.98,15.9,18.0,17.0,0
0.77,21.9,12.0,25.0,1
1.28,19.3,17.0,-107.0,0
1.53,15.1,18.0,105.0,0
-0.15,16.0,15.0,22.0,0
0.11,19.0,16.0,-47.0,0
-1.62,10.7,11.0,-13.0,1
0.71,12.0,24.0,76.0,0
3.27,11.6,16.0,110.0,1
-5.26,9.8,17.0,6.0,0
-0.48,11.5,18.0,50.0,0
-3.54,18.5,15.0,5.0,0
-1.17,9.1,15.0,-52.0,0
1.15,16.6,18.0,74.0,1
-4.57,13.1,14.0,-31.0,0
0.71,19.3,16.0,77.0,0
1.74,16.6,16.0,-13.0,0
-0.83,13.5,13.0,-29.0,1
5.48,14.6,16.0,-39.0,1
3.45,25.6,10.0,112.0,1
-3.43,11.7,18.0,-9.0,0
-0.61,18.2,20.0,-40.0,0
-0.57,15.3,18.0,-93.0,0
0.23,10.4,19.0,112.0,0
1.86,14.0,13.0,-18.0,0
-2.51,17.9,14.0,19.0,0
-2.72,22.2,15.0,-37.0,0
-1.39,17.1,15.0,-27.0,0
2.06,13.3,14.0,-35.0,0
1.62,25.4,12.0,65.0,1
-0.14,5.7,20.0,26.0,0
0.99,19.1,13.0,-27.0,0
-0.31,19.4,20.0,30.0,0
-3.15,19.5,16.0,-3.0,0
0.2,17.1,16.0,31.0,0
-2.82,18.2,17.0,17.0,0
-2.96,16.5,20.0,37.0,0
-0.52,24.5,7.0,-80.0,0
1.45,29.5,16.0,-16.0,1
-2.12,9.8,15.0,11.0,0
0.81,9.3,16.0,66.0,0
-3.58,22.6,18.0,-26.0,1
0.14,30.0,13.0,5.0,1
-1.56,24.4,12.0,92.0,1
-4.18,22.0,11.0,51.0,0
-1.09,30.0,12.0,-46.0,1
-2.53,21.8,17.0,20.0,0
-0.55,16.4,17.0,-3.0,1
0.83,21.7,18.0,34.0,0
0.91,18.5,14.0,-58.0,0
-3.95,22.4,14.0,-120.0,0
1.15,22.0,20.0,-27.0,0
0.83,17.3,18.0,-52.0,0
-0.85,17.7,17.0,-20.0,0
-1.14,17.7,10.0,11.0,0
-0.82,24.5,21.0,16.0,0
-0.98,5.0,15.0,23.0,1
1.19,20.7,16.0,9.0,0
1.95,15.7,16.0,31.0,0
-1.98,12.8,15.0,60.0,0
-1.07,23.5,14.0,-14.0,0
-0.21,5.0,15.0,-44.0,0
-1.33,12.5,17.0,41.0,0
2.72,25.6,18.0,71.0,1
1.7,22.7,19.0,5.0,1
-1.38,16.3,12.0,109.0,1
0.48,16.0,13.0,-14.0,1
-1.15,22.6,18.0,-56.0,0
1.63,25.7,10.0,21.0,1
-1.14,24.0,15.0,-34.0,0
0.38,11.4,13.0,45.0,0
-0.76,14.6,17.0,-42.0,0
-2.24,27.8,12.0,-32.0,0
2.11,9.9,14.0,95.0,0
-0.08,20.5,14.0,-20.0,0
1.33,6.4,16.0,-40.0,0
-3.0,16.8,18.0,59.0,0
-0.46,21.2,18.0,11.0,0
0.49,14.0,16.0,-53.0,0
-3.37,16.5,12.0,12.0,0
-1.07,23.6,23.0,47.0,0
-2.81,12.4,15.0,61.0,0
1.5,20.5,16.0,-37.0,0
0.68,21.9,16.0,8.0,0
-0.1,14.3,16.0,-23.0,0
-2.19,15.2,12.0,-30.0,0
0.53,7.1,16.0,60.0,0
-0.72,14.6,20.0,-27.0,0
1.77,28.9,9.0,45.0,1
-4.15,21.7,15.0,25.0,0
-1.48,17.1,12.0,-54.0,0
3.03,11.6,18.0,48.0,1
-1.68,24.0,18.0,28.0,0
-2.16,20.7,15.0,-99.0,0
-1.04,21.1,15.0,14.0,0
2.54,23.7,12.0,53.0,1
0.8,10.0,8.0,55.0,0
-2.12,22.2,14.0,-72.0,0
-0.76,7.4,14.0,-18.0,0
-0.45,27.5,15.0,18.0,1
0.9,15.8,5.0,-4.0,0
-0.08,17.5,10.0,38.0,0
0.39,13.2,11.0,-76.0,0
-0.64,14.9,15.0,-10.0,0
2.64,11.1,17.0,-61.0,1
-0.09,8.7,12.0,68.0,0
-1.25,13.3,14.0,44.0,0
2.12,25.3,13.0,-1.0,1
-1.15,9.8,21.0,-64.0,0
-1.82,16.0,14.0,7.0,0
-7.88,18.3,14.0,79.0,0
-0.12,23.4,13.0,69.0,1
-0.87,15.6,9.0,35.0,0
0.08,17.2,17.0,4.0,0
2.36,21.0,14.0,35.0,1
-1.91,20.8,14.0,-14.0,0
-2.25,17.1,16.0,-12.0,0
-2.79,20.3,10.0,40.0,0
4.41,19.0,20.0,44.0,1
2.38,10.9,10.0,50.0,0
1.34,22.6,20.0,22.0,1
-3.85,17.0,15.0,-90.0,0
1.83,17.7,14.0,-17.0,0
1.41,13.7,17.0,-54.0,0
1.17,5.6,14.0,19.0,0
-0.54,12.1,18.0,-67.0,1
-2.7,16.9,16.0,18.0,0
2.11,14.8,17.0,21.0,0
3.58,17.9,18.0,-41.0,1
0.88,9.8,14.0,-12.0,0
-1.51,18.8,18.0,-2.0,0
3.05,11.0,17.0,64.0,1
0.34,19.4,19.0,30.0,0
-0.78,13.0,14.0,-82.0,0
-0.72,19.4,19.0,22.0,1
-0.46,17.9,13.0,-40.0,0
-0.9,13.8,9.0,-7.0,0
-1.32,12.0,11.0,-42.0,0
1.66,23.5,14.0,40.0,1
-0.15,14.7,16.0,32.0,0
0.77,24.9,15.0,24.0,1
-2.04,10.5,17.0,32.0,0
-2.0,12.0,11.0,24.0,0
-0.76,19.6,20.0,5.0,0
0.72,18.0,19.0,35.0,0
-1.56,23.6,18.0,-121.0,0
2.14,15.7,19.0,6.0,0
-0.21,19.8,10.0,-52.0,0
3.41,18.9,17.0,58.0,1
-2.1,16.9,17.0,-45.0,1
0.68,15.4,18.0,2.0,0
0.92,18.4,18.0,-15.0,0
0.54,20.5,16.0,-4.0,0
-0.1,12.4,16.0,31.0,0
2.29,13.7,19.0,28.0,0
-2.47,24.9,13.0,-41.0,0
0.57,21.0,16.0,4.0,0
-1.97,12.4,13.0,-50.0,0
-1.16,17.0,15.0,-8.0,0
-0.11,29.1,7.0,22.0,1
1.9,22.4,12.0,-108.0,1
-2.75,21.1,14.0,66.0,0
3.3,16.3,14.0,-23.0,1
2.0,19.4,14.0,22.0,1
0.09,21.0,11.0,79.0,0
-2.14,19.1,14.0,5.0,0
3.06,14.8,18.0,-117.0,1
0.92,11.5,14.0,-41.0,0
0.92,14.2,19.0,-10.0,1
-1.36,16.6,19.0,1.0,0
0.85,17.3,13.0,44.0,0
-1.44,10.3,17.0,-43.0,0
2.43,18.5,11.0,50.0,1
2.48,19.2,12.0,-125.0,1
-0.31,20.0,15.0,61.0,0
-1.17,20.3,17.0,-52.0,0
4.07,27.1,20.0,-6.0,0
1.3,20.6,15.0,-25.0,0
-2.33,12.8,16.0,53.0,0
-0.58,22.8,15.0,-26.0,0
-0.8,16.7,20.0,-2.0,0
-0.02,9.9,19.0,-29.0,0
0.47,11.0,16.0,27.0,0
1.09,20.2,17.0,11.0,0
-1.12,15.6,16.0,-39.0,0
1.53,14.7,18.0,-41.0,1
0.76,15.7,18.0,-17.0,0
2.25,17.1,14.0,-38.0,0
-3.37,20.8,15.0,-4.0,0
0.71,20.1,15.0,-7.0,0
-1.01,14.2,15.0,1.0,0
-2.83,18.0,13.0,-76.0,1
-0.53,16.6,16.0,19.0,0
0.79,16.9,13.0,6.0,0
0.1,18.0,13.0,26.0,0
-0.05,19.1,15.0,0.0,0
-0.03,23.0,16.0,-87.0,0
-0.93,13.8,19.0,-52.0,0
0.67,17.5,17.0,-10.0,0
0.66,27.4,18.0,-48.0,1
0.62,21.7,20.0,31.0,0
-2.65,23.6,13.0,2.0,0
-0.63,15.7,17.0,26.0,0
-1.06,11.1,17.0,-33.0,0
-0.06,18.5,16.0,4.0,0
1.78,20.1,18.0,-31.0,0
-0.56,10.8,15.0,-36.0,0
-0.46,16.7,17.0,-20.0,0
-2.17,20.6,11.0,-36.0,0
1.19,10.7,15.0,34.0,0
1.61,20.9,17.0,48.0,1
-1.85,26.3,18.0,-45.0,0
1.71,13.7,12.0,88.0,0
1.57,15.8,15.0,13.0,0
-2.57,17.0,12.0,-93.0,0
2.99,13.8,14.0,-38.0,1
1.74,14.5,16.0,12.0,0
-3.82,5.0,18.0,5.0,0
-1.52,24.6,18.0,-75.0,0
-2.47,17.4,16.0,58.0,0
0.87,21.5,13.0,41.0,0
-1.07,5.0,15.0,-47.0,0
0.05,15.4,23.0,-21.0,0
3.47,15.7,11.0,-21.0,1
2.89,20.7,11.0,-5.0,1
-1.92,14.0,16.0,47.0,0
0.92,21.1,17.0,28.0,0
3.65,23.6,18.0,-24.0,1
0.76,21.7,16.0,32.0,0
1.94,12.0,10.0,-27.0,0
-0.13,18.1,14.0,25.0,0
-1.88,13.7,10.0,-9.0,0
3.03,15.5,16.0,-29.0,0
-0.86,11.1,16.0,-6.0,1
-0.3,16.6,15.0,-0.0,1
-0.71,20.7,11.0,-22.0,0
0.91,14.6,13.0,16.0,0
1.97,12.9,10.0,40.0,0
-1.48,5.1,15.0,-53.0,0
0.23,13.7,25.0,-64.0,0
0.74,16.5,15.0,69.0,1
1.95,20.2,14.0,6.0,1
-1.22,15.1,16.0,10.0,0
2.76,18.3,12.0,-48.0,1
1.63,21.6,12.0,26.0,1
-1.9,20.7,13.0,25.0,0
0.76,16.1,18.0,64.0,0
0.98,19.9,16.0,42.0,0
-1.42,10.9,15.0,-91.0,0
0.85,20.6,17.0,-85.0,0
0.0,21.1,20.0,37.0,0
-3.06,22.0,17.0,-29.0,0
0.24,11.3,12.0,22.0,0
4.1,18.5,9.0,10.0,1
-0.25,16.6,10.0,-8.0,0
0.22,19.4,18.0,-5.0,0
-2.05,15.9,13.0,-43.0,0
-1.2,17.4,17.0,-1.0,1
4.34,16.7,14.0,-26.0,1
4.84,24.4,16.0,-8.0,0
-3.71,12.1,17.0,-21.0,0
0.11,28.5,13.0,52.0,1
-2.06,24.3,17.0,46.0,0
0.4,12.4,13.0,-6.0,0
1.37,12.7,13.0,51.0,0
-0.76,22.1,17.0,77.0,1
1.03,16.9,17.0,-14.0,0
2.89,21.6,16.0,27.0,1
1.04,14.4,12.0,16.0,0
-2.43,9.9,14.0,43.0,0
-1.26,9.9,17.0,4.0,0
1.55,21.4,22.0,49.0,0
-0.14,9.9,20.0,31.0,0
-1.09,12.5,14.0,-18.0,0
-2.18,18.6,13.0,45.0,1
0.26,28.8,20.0,5.0,1
-1.43,17.1,17.0,-5.0,0
0.91,13.8,14.0,-24.0,0
-1.03,16.7,15.0,8.0,0
0.36,15.0,11.0,-29.0,0
0.32,25.1,18.0,44.0,1
2.22,8.6,19.0,18.0,0
-1.64,19.5,20.0,34.0,0
3.23,18.2,18.0,64.0,1
-2.02,11.1,14.0,-7.0,0
-0.65,17.0,18.0,-56.0,0
-0.85,18.6,19.0,-74.0,0
-1.58,21.8,18.0,-26.0,0
-4.41,23.5,18.0,21.0,0
2.43,22.4,16.0,-90.0,1
1.66,22.3,12.0,29.0,1
1.0,18.3,21.0,-81.0,0
-1.45,14.7,15.0,2.0,0
-1.01,10.6,19.0,29.0,0
-0.67,19.6,22.0,36.0,0
-0.48,12.0,18.0,-20.0,0
1.59,17.3,19.0,-10.0,0
-0.99,14.6,12.0,-44.0,0
-1.71,21.8,13.0,39.0,0
0.29,23.7,19.0,13.0,0
0.09,15.0,13.0,-25.0,0
1.01,15.6,11.0,-12.0,0
2.78,14.8,10.0,-73.0,1
1.66,19.1,14.0,57.0,1
1.86,20.2,14.0,-22.0,0
0.28,23.8,18.0,40.0,1
2.05,15.9,12.0,65.0,1
2.46,8.7,19.0,-29.0,1
-1.51,15.0,11.0,-18.0,0
3.96,27.2,11.0,-95.0,0
-1.88,7.8,15.0,157.0,1
-2.29,22.1,15.0,-24.0,0
-2.28,15.1,17.0,20.0,0
2.95,22.1,11.0,44.0,1
2.63,20.0,16.0,5.0,1
2.19,27.3,10.0,93.0,1
-1.08,19.6,8.0,31.0,0
-0.75,12.6,20.0,-51.0,0
-3.15,27.8,18.0,-7.0,0
-0.58,22.0,15.0,26.0,0
0.34,12.8,9.0,-41.0,0
3.0,15.6,14.0,78.0,1
-0.55,17.1,16.0,-2.0,0
-0.67,5.0,14.0,-14.0,0
0.58,13.0,20.0,26.0,0
0.37,9.8,17.0,30.0,0
-1.0,16.3,12.0,-83.0,0
-1.78,20.8,10.0,4.0,0
0.67,25.7,18.0,122.0,1
0.27,12.5,18.0,-67.0,0
0.21,5.0,17.0,-4.0,0
-1.24,24.2,20.0,97.0,0
-0.51,9.7,16.0,55.0,0
-2.44,16.8,15.0,-10.0,0
-1.21,15.7,17.0,2.0,0
-2.47,19.3,19.0,10.0,0
0.02,7.4,17.0,-37.0,1
-0.78,14.6,15.0,-4.0,0
-1.09,22.6,18.0,25.0,0
0.03,9.1,15.0,6.0,0
-0.07,18.3,14.0,-37.0,0
-0.29,16.9,15.0,-64.0,0
0.39,19.4,14.0,-2.0,0
1.95,13.2,15.0,86.0,0
1.22,11.4,12.0,-60.0,0
2.54,23.5,18.0,41.0,1
-2.87,16.0,16.0,38.0,0
-1.61,27.0,17.0,-8.0,0
0.6,12.2,16.0,-39.0,0
-1.07,18.2,12.0,25.0,0
0.22,12.4,19.0,-26.0,0
6.25,24.0,14.0,-38.0,1
0.29,17.4,14.0,14.0,1
0.16,16.1,16.0,14.0,0
1.72,29.9,16.0,-3.0,1
-0.44,15.6,23.0,-25.0,1
-1.32,19.9,17.0,-32.0,0
2.81,18.6,14.0,-9.0,1
-2.88,16.2,21.0,31.0,0
0.09,19.7,10.0,12.0,0
-0.13,15.5,14.0,23.0,0
-1.67,16.9,13.0,-2.0,1
-2.64,16.4,15.0,5.0,0
-0.25,21.7,16.0,-10.0,0
0.73,26.9,16.0,66.0,1
2.1,20.6,16.0,135.0,1
-0.55,14.2,17.0,16.0,0
-1.57,14.6,15.0,-52.0,0
3.05,5.4,19.0,28.0,0
-0.94,14.0,10.0,-13.0,0
-0.67,19.5,7.0,4.0,0
2.44,11.7,17.0,-15.0,0
-3.29,16.1,14.0,-18.0,0
-2.4,8.0,20.0,-17.0,0
2.78,18.9,18.0,43.0,0
-1.2,20.2,17.0,21.0,0
-1.07,11.5,14.0,-55.0,0
0.78,20.6,17.0,27.0,0
-0.36,27.9,14.0,-60.0,1
0.04,26.8,15.0,-16.0,1
0.28,21.4,14.0,-72.0,0
2.51,24.4,16.0,27.0,1
-0.03,16.2,14.0,-83.0,0
-1.26,11.8,18.0,0.0,0
0.06,8.7,16.0,57.0,0
3.14,17.9,13.0,52.0,1
-0.26,28.9,14.0,43.0,1
-1.8,20.1,11.0,29.0,0
-4.04,14.2,9.0,68.0,0
-1.52,21.0,18.0,17.0,0
-1.13,23.1,14.0,11.0,0
-2.38,16.7,11.0,6.0,0
-1.17,25.7,16.0,-15.0,0
-1.33,25.5,13.0,-45.0,1
2.85,12.2,15.0,32.0,1
0.43,13.7,11.0,66.0,0
2.02,16.1,17.0,-44.0,0
-0.34,13.3,15.0,-8.0,0
1.22,23.2,16.0,-7.0,1
1.24,27.7,14.0,-2.0,1
-2.26,19.7,16.0,3.0,0
2.31,11.0,11.0,47.0,1
-1.5,10.8,22.0,-37.0,0
1.48,11.7,16.0,-54.0,1
0.75,18.8,20.0,62.0,0
-1.94,8.4,14.0,-23.0,0
2.42,23.3,12.0,-33.0,0
3.84,5.6,14.0,-93.0,1
-1.5,19.0,15.0,19.0,0
-1.31,17.4,15.0,78.0,0
0.14,21.9,21.0,46.0,0
1.03,13.1,12.0,57.0,0
0.55,15.3,13.0,41.0,0
-0.72,12.8,17.0,47.0,0
0.28,21.1,10.0,-34.0,0
-0.7,15.0,15.0,-26.0,0
1.12,18.2,15.0,-49.0,0
-1.06,19.9,16.0,-31.0,0
-2.73,9.0,16.0,34.0,0
1.73,17.2,21.0,-6.0,0
1.51,17.1,12.0,66.0,0
3.05,14.1,13.0,0.0,1
1.65,16.1,17.0,38.0,0
-0.8,22.0,16.0,53.0,0
-2.28,20.7,16.0,-19.0,0
3.73,24.0,11.0,9.0,1
0.65,25.2,22.0,-11.0,0
-0.68,14.9,16.0,28.0,1
-0.65,14.9,10.0,-26.0,0
-1.29,17.1,17.0,-83.0,0
-1.7,5.4,12.0,28.0,0
0.39,10.0,18.0,87.0,1
-1.45,17.3,11.0,-50.0,0
0.71,19.9,18.0,61.0,0
0.61,20.6,11.0,2.0,0
-1.05,19.0,12.0,25.0,0
-1.06,16.9,15.0,-57.0,0
0.57,15.8,13.0,1.0,1
0.34,10.5,13.0,-20.0,0
0.79,21.8,10.0,-66.0,0
0.76,21.3,14.0,19.0,0
-1.08,12.3,18.0,-42.0,0
-1.82,12.3,21.0,10.0,0
-0.04,21.6,17.0,23.0,0
1.04,5.6,17.0,-16.0,0
-1.77,8.2,10.0,10.0,0
-1.26,15.5,15.0,-26.0,0
-0.09,21.4,13.0,20.0,0
-2.34,21.6,10.0,48.0,1
-1.09,27.4,11.0,46.0,1
-1.68,17.0,17.0,1.0,0
1.6,17.8,13.0,-11.0,0
0.72,15.9,11.0,-10.0,0
2.53,20.8,13.0,-62.0,1
2.55,22.2,16.0,18.0,1
0.03,19.1,13.0,-90.0,0
-4.01,25.7,11.0,96.0,0
0.8,10.3,12.0,-47.0,0
-0.02,20.1,18.0,79.0,0
1.26,22.9,9.0,2.0,1
-1.68,24.4,14.0,28.0,0
-0.5,21.4,15.0,-33.0,0
-2.36,22.7,13.0,32.0,0
1.25,13.3,12.0,33.0,0
-0.39,20.5,18.0,33.0,0
0.62,18.2,18.0,10.0,0
-1.17,25.4,15.0,-16.0,0
-0.36,24.2,13.0,-24.0,0
0.48,22.2,15.0,19.0,0
-0.76,30.0,16.0,-22.0,0
-1.32,5.0,15.0,54.0,0
-2.8,14.6,16.0,81.0,0
1.85,17.4,14.0,15.0,0
-1.21,13.3,6.0,-38.0,0
-0.9,11.3,14.0,-85.0,0
-1.09,14.8,17.0,52.0,0
-2.18,16.1,15.0,-4.0,0
-0.58,23.1,16.0,-17.0,0
0.11,22.3,14.0,-15.0,0
-2.01,12.8,14.0,-3.0,0
0.66,18.9,16.0,-38.0,0
-2.45,26.0,21.0,7.0,0
-0.88,15.6,18.0,-18.0,0
0.73,15.6,17.0,1.0,0
-0.03,10.4,16.0,-111.0,0
-3.28,17.6,11.0,37.0,0
-5.57,22.8,19.0,-16.0,0
1.13,22.3,18.0,-108.0,0
1.38,15.5,16.0,-41.0,1
-0.02,21.8,15.0,-29.0,0
-0.45,6.9,17.0,51.0,1
-0.5,25.7,14.0,40.0,1
-0.21,20.3,17.0,17.0,0
1.17,22.1,12.0,-10.0,0
-0.27,25.7,9.0,46.0,1
0.75,19.0,11.0,9.0,1
0.59,10.2,15.0,34.0,0
-1.93,14.9,14.0,-4.0,0
-0.37,25.5,15.0,63.0,0
-1.72,12.8,11.0,-71.0,0
-0.79,26.4,16.0,46.0,1
-0.2,18.1,12.0,-76.0,0
-1.76,19.2,16.0,-35.0,1
-3.25,28.4,11.0,-6.0,0
-2.61,9.6,12.0,-67.0,0
0.89,12.9,12.0,-13.0,0
0.41,7.4,17.0,31.0,0
-1.67,12.3,14.0,-16.0,0
0.1,21.9,16.0,91.0,0
